c Вес дерева 27069.0, самое длинное ребро = 302
p edge 512
e 1 474
e 1 74
e 1 101
e 2 133
e 2 245
e 2 302
e 3 315
e 3 413
e 3 399
e 4 354
e 4 130
e 4 15
e 5 464
e 5 405
e 5 259
e 6 512
e 6 355
e 6 257
e 7 107
e 7 174
e 7 406
e 8 106
e 8 341
e 8 247
e 9 496
e 9 276
e 9 242
e 10 458
e 10 344
e 10 190
e 11 64
e 11 134
e 11 23
e 12 464
e 12 343
e 12 373
e 13 430
e 13 190
e 13 87
e 14 402
e 14 318
e 14 361
e 15 130
e 15 147
e 16 97
e 16 18
e 16 188
e 17 189
e 17 53
e 17 56
e 18 353
e 18 431
e 19 163
e 19 146
e 19 219
e 20 490
e 20 320
e 20 68
e 21 218
e 21 180
e 21 285
e 22 236
e 22 280
e 22 369
e 23 25
e 23 362
e 24 416
e 24 130
e 24 211
e 25 134
e 25 362
e 26 502
e 26 82
e 26 331
e 27 298
e 27 302
e 27 436
e 28 165
e 28 44
e 28 459
e 29 105
e 29 371
e 29 369
e 30 412
e 30 356
e 30 143
e 31 92
e 31 464
e 31 259
e 32 45
e 32 174
e 32 179
e 33 363
e 33 176
e 33 129
e 34 115
e 34 359
e 34 113
e 35 261
e 35 448
e 35 180
e 36 278
e 36 306
e 36 450
e 37 101
e 37 348
e 37 475
e 38 139
e 38 164
e 38 462
e 39 430
e 39 170
e 39 512
e 40 166
e 40 278
e 40 400
e 41 104
e 41 328
e 41 226
e 42 478
e 42 264
e 42 92
e 43 481
e 43 436
e 43 432
e 44 127
e 44 459
e 45 321
e 45 365
e 46 89
e 46 166
e 46 137
e 47 256
e 47 470
e 47 60
e 48 431
e 48 362
e 48 182
e 49 67
e 49 335
e 49 181
e 50 274
e 50 391
e 50 359
e 51 52
e 51 148
e 51 79
e 52 274
e 52 157
e 53 404
e 53 96
e 54 493
e 54 381
e 54 434
e 55 275
e 55 152
e 55 99
e 56 398
e 56 96
e 57 88
e 57 224
e 57 395
e 58 409
e 58 229
e 58 138
e 59 244
e 59 226
e 59 406
e 60 460
e 60 349
e 61 190
e 61 410
e 61 197
e 62 156
e 62 504
e 62 93
e 63 145
e 63 475
e 63 150
e 64 481
e 64 134
e 65 498
e 65 75
e 65 225
e 66 116
e 66 476
e 66 161
e 67 76
e 67 173
e 68 404
e 68 309
e 69 393
e 69 337
e 69 162
e 70 194
e 70 390
e 70 485
e 71 160
e 71 216
e 71 98
e 72 199
e 72 496
e 72 477
e 73 505
e 73 253
e 73 310
e 74 290
e 74 101
e 75 469
e 75 498
e 76 173
e 76 273
e 77 108
e 77 205
e 77 294
e 78 404
e 78 411
e 78 380
e 79 348
e 79 430
e 80 202
e 80 217
e 80 325
e 81 353
e 81 267
e 81 205
e 82 356
e 82 331
e 83 414
e 83 114
e 83 242
e 84 354
e 84 382
e 84 461
e 85 109
e 85 281
e 85 438
e 86 339
e 86 288
e 86 126
e 87 97
e 87 155
e 88 168
e 88 424
e 89 193
e 89 397
e 90 277
e 90 178
e 90 350
e 91 307
e 91 401
e 91 299
e 92 259
e 93 440
e 93 504
e 94 491
e 94 323
e 94 324
e 95 210
e 95 182
e 95 193
e 96 178
e 97 204
e 98 497
e 98 393
e 99 293
e 99 122
e 100 368
e 100 102
e 100 340

e 102 371
e 102 363
e 103 258
e 103 501
e 103 366
e 104 503
e 104 276
e 105 369
e 105 289
e 106 225
e 106 459
e 107 285
e 107 142
e 108 496
e 108 419
e 109 437
e 109 438
e 110 363
e 110 427
e 110 485
e 111 186
e 111 443
e 111 205
e 112 460
e 112 361
e 112 317
e 113 297
e 113 391
e 114 196
e 114 414
e 115 336
e 115 326
e 116 278
e 116 451
e 117 151
e 117 288
e 117 341
e 118 387
e 118 379
e 118 153
e 119 125
e 119 281
e 119 447
e 120 213
e 120 468
e 120 175
e 121 291
e 121 227
e 121 257
e 122 383
e 122 129
e 123 260
e 123 398
e 123 471
e 124 487
e 124 356
e 124 432
e 125 281
e 125 375
e 126 433
e 126 484
e 127 484
e 127 308
e 128 357
e 128 422
e 128 132
e 129 262

e 131 268
e 131 253
e 131 310
e 132 357
e 132 241
e 133 265
e 133 251

e 135 447
e 135 181
e 135 388
e 136 491
e 136 495
e 136 231
e 137 203
e 137 240
e 138 403
e 138 439
e 139 257
e 139 423
e 140 332
e 140 388
e 140 486
e 141 350
e 141 323
e 141 201
e 142 334
e 142 218
e 143 483
e 143 472
e 144 297
e 144 391
e 144 380
e 145 444
e 145 474
e 146 367
e 146 199
e 147 373
e 147 386
e 148 172
e 148 428
e 149 206
e 149 310
e 149 355
e 150 290
e 150 220
e 151 341
e 151 231
e 152 164
e 152 462
e 153 381
e 153 313
e 154 213
e 154 308
e 154 453
e 155 160
e 155 197
e 156 287
e 156 466
e 157 347
e 157 450
e 158 305
e 158 206
e 158 366
e 159 201
e 159 350
e 159 277
e 160 170
e 161 451
e 161 191
e 162 204
e 162 410
e 163 261
e 163 419
e 164 426
e 165 237
e 165 358
e 166 294
e 167 224
e 167 473
e 167 435
e 168 194
e 168 479
e 169 292
e 169 468
e 169 235
e 170 512
e 171 509
e 171 179
e 171 251
e 172 351
e 172 263
e 173 273
e 174 370
e 175 313
e 175 468
e 176 340
e 176 289
e 177 426
